COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;358;28944;Schenk, Jayna M.;72.2%;11.1%;;;5.6%;;11.1%;;;;;;;;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;362;29059;Natt, Jane G.;61.1%;;;;27.8%;;;;;;5.6%;;;5.6%;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;363;32308;Rosales-Burdin, Gloribel;31.6%;5.3%;31.6%;;5.3%;;5.3%;;;10.5%;;;;5.3%;;;;;;;;5.3%;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;364;32309;Kim, Joshua;89.5%;10.5%;;;;;;;;;;;;;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;365;32310;Duran Trinidad, Alejandra;36.8%;10.5%;;;15.8%;5.3%;26.3%;;;;;;;;5.3%;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;366;33900;Gehres, Ericka K.;11.8%;11.8%;;;23.5%;5.9%;29.4%;;;5.9%;5.9%;;;5.9%;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;367;34940;Jiboye, Subulola E.;31.6%;15.8%;;;26.3%;;5.3%;;;;;;5.3%;10.5%;;;;;;;;5.3%;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;368;34941;Adekunle, Tiwaladeoluwa B.;21.1%;5.3%;;;26.3%;5.3%;10.5%;15.8%;;;;;;10.5%;;;;;;;;5.3%;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;369;35101;Hall, Brian D.;75.0%;10.0%;;;5.0%;;;;;;;;5.0%;5.0%;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;370;35102;Miller, Leah M.;40.0%;10.0%;;;20.0%;5.0%;10.0%;5.0%;;;;;;5.0%;;;;;;;;5.0%;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;BO1;31172;Isaacs, Zachary;6.7%;;;;33.3%;6.7%;26.7%;;;13.3%;6.7%;;;6.7%;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech;202330;Summer 2023;BOP;31171;Brooks, Katelyn E.;14.3%;14.3%;;;50.0%;;21.4%;;;;;;;;;;;;;;;;
COM;COM-Communication;11400;Fundament Of Speech-Honors;202330;Summer 2023;H01;29643;Brooks, Katelyn E.;58.3%;;;;25.0%;;16.7%;;;;;;;;;;;;;;;;
COM;COM-Communication;20400;Crit Perspectives Com;202330;Summer 2023;302;10415;Boyd, Joshua E.;5.3%;;;;;;10.5%;31.6%;;10.5%;10.5%;;5.3%;;;;;;;;;26.3%;
COM;COM-Communication;20400;Crit Perspectives Com;202330;Summer 2023;303;28953;Martz, Jonathan H.;30.0%;;;;45.0%;;20.0%;5.0%;;;;;;;;;;;;;;;
COM;COM-Communication;21200;Appr Stdy Interp Commn;202330;Summer 2023;001;21937;Bowling, Roy N.;65.4%;3.8%;;;15.4%;3.8%;3.8%;3.8%;;3.8%;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;308;11065;Adu Gyamfi, Prince;90.0%;5.0%;;;;;;5.0%;;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;309;11070;Flowers, Steven C.;30.0%;40.0%;5.0%;;;5.0%;10.0%;;;;;;;10.0%;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;310;13590;Boersma, Cari A.;70.0%;15.0%;;;5.0%;;;5.0%;;;;;;;5.0%;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;311;13701;Boersma, Cari A.;83.3%;;;;11.1%;;5.6%;;;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;312;29062;Wright, Jon D.;52.6%;21.1%;;;5.3%;5.3%;10.5%;;5.3%;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;313;29063;Young, Erica A.;37.5%;;;;43.8%;;;6.3%;;;12.5%;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;314;29064;Young, Erica A.;76.5%;;;;11.8%;;;11.8%;;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;315;29065;Creech, Brett A.;68.4%;;;;15.8%;;;5.3%;;;5.3%;;;;;;;;;;;5.3%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;316;30112;Seals, John M.;55.6%;33.3%;;;;;5.6%;;;;;;;;;;;;;;;5.6%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;320;31136;Tournier, Adam G.;30.0%;35.0%;;;5.0%;;15.0%;;;;;;;10.0%;;;;;;;;5.0%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;322;31178;Boyd, Blake A.;27.3%;18.2%;9.1%;;18.2%;;;9.1%;;;;;;;;;;;;;;18.2%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;324;32273;Taylor, Breyden E.;25.0%;55.0%;;;15.0%;;5.0%;;;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;326;32275;Hall, Brian D.;72.2%;5.6%;5.6%;;5.6%;;5.6%;;;;;;;;;;;;;;;5.6%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;327;32276;Hall, Brian D.;66.7%;6.7%;;;6.7%;;;;;;;;;6.7%;;;;;;;;13.3%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;328;32277;Tournier, Adam G.;33.3%;44.4%;;;5.6%;5.6%;11.1%;;;;;;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;329;33873;O'Shea, Kevin J.;;;88.9%;;;;;;;;;;;5.6%;;;;;;;;5.6%;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;330;35103;Maschinot, Alexus D.;23.1%;15.4%;;;15.4%;15.4%;23.1%;;;;;7.7%;;;;;;;;;;;
COM;COM-Communication;21700;Science Writing & Presentation;202330;Summer 2023;331;35123;Tournier, Adam G.;12.5%;31.3%;;;12.5%;12.5%;12.5%;;;6.3%;;;;12.5%;;;;;;;;;
COM;COM-Communication;25000;Mass Commun & Society;202330;Summer 2023;003;14327;Sherrick, Brett I.;15.8%;36.8%;;;10.5%;;15.8%;;;10.5%;;;;10.5%;;;;;;;;;
COM;COM-Communication;25100;Comm, Info, And Society;202330;Summer 2023;001;29067;Smith, Cara L.;52.6%;26.3%;;;5.3%;;10.5%;;;;;;;;;;;;;;;5.3%;
COM;COM-Communication;25100;Comm, Info, And Society;202330;Summer 2023;002;32262;Jackson, Diane L.;31.3%;12.5%;6.3%;;;12.5%;18.8%;;;6.3%;;;6.3%;6.3%;;;;;;;;;
COM;COM-Communication;25300;Intro To Public Rels;202330;Summer 2023;001;11105;Feder, Lillian B.;15.8%;42.1%;;;10.5%;;21.1%;5.3%;;5.3%;;;;;;;;;;;;;
COM;COM-Communication;25600;Intro To Advertising;202330;Summer 2023;001;25704;Ju, Ilwoo;33.3%;26.7%;6.7%;;;;20.0%;;;6.7%;;;;;;;;;;;;6.7%;
COM;COM-Communication;25600;Intro To Advertising;202330;Summer 2023;002;32281;Mattingly, Andrea L.;11.1%;22.2%;5.6%;;11.1%;5.6%;;16.7%;5.6%;;;;11.1%;11.1%;;;;;;;;;
COM;COM-Communication;30300;Intercultural Communic;202330;Summer 2023;001;29069;Byrd, Gabrielle A.;34.8%;8.7%;;;13.0%;4.3%;17.4%;;;8.7%;;;;8.7%;;;;;;;;4.3%;
COM;COM-Communication;30400;Quant Methods Com Res;202330;Summer 2023;101;11361;Sparks, Glenn G.;7.7%;15.4%;;;30.8%;;;15.4%;;7.7%;;;7.7%;7.7%;;;;;;;;7.7%;
COM;COM-Communication;31800;Prin Of Persuasion;202330;Summer 2023;202;28955;Song, Hwanseok;26.7%;6.7%;13.3%;;30.0%;;;6.7%;3.3%;3.3%;3.3%;;;3.3%;;;;;;;;3.3%;
COM;COM-Communication;31800;Prin Of Persuasion;202330;Summer 2023;203;28956;Hoewe, Jennifer E.;33.3%;6.7%;13.3%;;16.7%;6.7%;13.3%;;3.3%;6.7%;;;;;;;;;;;;;
COM;COM-Communication;31800;Prin Of Persuasion;202330;Summer 2023;204;34775;Deyoe, Diana L.;86.2%;;;;6.9%;;;6.9%;;;;;;;;;;;;;;;
COM;COM-Communication;32000;Small Group Communication;202330;Summer 2023;001;29072;Reimer, Torsten O.;50.0%;29.2%;8.3%;;8.3%;4.2%;;;;;;;;;;;;;;;;;
COM;COM-Communication;32000;Small Group Communication;202330;Summer 2023;020;33874;Funkhouser, Ryan N.;7.7%;46.2%;23.1%;;15.4%;;;;;;;;;;;;;;;;;7.7%;
COM;COM-Communication;32400;Intro To Organzal Com;202330;Summer 2023;001;29074;Funkhouser, Ryan N.;25.0%;20.0%;10.0%;;10.0%;;5.0%;;5.0%;5.0%;;;;15.0%;;;;;;;;5.0%;
COM;COM-Communication;32500;Interview Princ Prac;202330;Summer 2023;001;29075;Boyd, Blake A.;39.1%;17.4%;;;4.3%;17.4%;;4.3%;4.3%;;;;;8.7%;;;;;;;;;4.3%
COM;COM-Communication;32500;Interview Princ Prac;202330;Summer 2023;002;32280;Quaresma Ragone, Elisa;87.0%;;8.7%;;;;;;;;;;;;;;;;;;;4.3%;
COM;COM-Communication;49100;Washington DC Practicum;202330;Summer 2023;006;32043;Zulli, Diana G.;90.9%;;;;9.1%;;;;;;;;;;;;;;;;;;
COM;COM-Communication;49505;Sports Communication;202330;Summer 2023;001;29914;Feder, Lillian B.;10.0%;;;;20.0%;15.0%;5.0%;5.0%;25.0%;10.0%;;;;;;;;;;;;10.0%;
CS;CS-Computer Sciences;15900;C Programming;202330;Summer 2023;Y01;13247;Diyab, Eman S.;18.9%;2.7%;8.1%;;21.6%;8.1%;5.4%;21.6%;;2.7%;5.4%;;;5.4%;;;;;;;;;
CS;CS-Computer Sciences;15900;C Programming;202330;Summer 2023;Y02;31656;Crum, William N.;21.1%;5.3%;2.6%;;13.2%;5.3%;5.3%;26.3%;;5.3%;7.9%;;;7.9%;;;;;;;;;
CS;CS-Computer Sciences;15900;C Programming;202330;Summer 2023;Y03;31675;Liu, Xiaojin;13.2%;2.6%;2.6%;;26.3%;2.6%;2.6%;21.1%;5.3%;2.6%;7.9%;;;10.5%;;;;;;;;2.6%;
CS;CS-Computer Sciences;15900;C Programming;202330;Summer 2023;Y04;32901;Liu, Xiaojin;12.8%;2.6%;;;23.1%;10.3%;;23.1%;2.6%;2.6%;15.4%;;;5.1%;;;;;;;;2.6%;
CS;CS-Computer Sciences;17700;Progrmng With MM Objs;202330;Summer 2023;Y01;31310;Bejarano Posada, Andres M.;21.1%;2.6%;10.5%;;21.1%;5.3%;;13.2%;;2.6%;15.8%;;;5.3%;;;;;;;;2.6%;
CS;CS-Computer Sciences;18000;Prob Solving & O-O Programming;202330;Summer 2023;LE1;31021;Dunsmore, Hubert E.;39.7%;6.3%;4.8%;;19.0%;1.6%;6.3%;6.3%;;;1.6%;;;7.9%;;;;;;;;6.3%;
CS;CS-Computer Sciences;18200;Foundations Of Comp Sc;202330;Summer 2023;LE1;28883;Zafarani, Farzad;19.2%;9.6%;4.1%;;11.0%;9.6%;12.3%;2.7%;;15.1%;2.7%;;;9.6%;;;;;;;;4.1%;
CS;CS-Computer Sciences;18300;Professional Practice I;202330;Summer 2023;PP1;15722;Obrien, Lori J.;;;;;;;;;;;;;;;;;;;77.5%;22.5%;;;
CS;CS-Computer Sciences;18400;Professional Practice II;202330;Summer 2023;PP2;15723;Obrien, Lori J.;;;;;;;;;;;;;;;;;;;89.5%;10.5%;;;
CS;CS-Computer Sciences;23500;Intro Organizatnl Comp;202330;Summer 2023;Y01;31031;Crowe, Marta A.;33.3%;;4.8%;;23.8%;;;9.5%;;;9.5%;;;9.5%;;;;;;;;9.5%;
CS;CS-Computer Sciences;24000;Programming In C;202330;Summer 2023;LE1;24240;Park, Kihong;13.5%;9.5%;10.8%;;20.3%;8.1%;6.8%;9.5%;5.4%;8.1%;;4.1%;1.4%;;;;;;;;;2.7%;
CS;CS-Computer Sciences;24000;Programming In C-Honors;202330;Summer 2023;LE1;24240;Park, Kihong;;;100.0%;;;;;;;;;;;;;;;;;;;;
CS;CS-Computer Sciences;25000;Computer Architecture;202330;Summer 2023;LE1;24243;Rodriguez-Rivera, Gustavo;23.1%;15.4%;15.4%;;;7.7%;23.1%;7.7%;;7.7%;;;;;;;;;;;;;
CS;CS-Computer Sciences;25100;Data Structures And Algorithms;202330;Summer 2023;LE1;28888;Bejarano Posada, Andres M.;17.5%;7.5%;10.0%;;7.5%;22.5%;10.0%;7.5%;;5.0%;5.0%;;;7.5%;;;;;;;;;
CS;CS-Computer Sciences;25200;Systems Programming;202330;Summer 2023;LE1;25752;Rodriguez-Rivera, Gustavo;10.7%;3.6%;7.1%;;25.0%;7.1%;17.9%;3.6%;;3.6%;;;;14.3%;3.6%;;;;;;;3.6%;
CS;CS-Computer Sciences;50010;Fndnl Principles Info Security;202330;Summer 2023;Y01;10341;Turkstra, Jeffrey A.;53.8%;;;;30.8%;;;15.4%;;;;;;;;;;;;;;;
CS;CS-Computer Sciences;50011;Intr Systems For Info Security;202330;Summer 2023;Y01;13594;Turkstra, Jeffrey A.;38.5%;;;;30.8%;;;15.4%;;;15.4%;;;;;;;;;;;;
CS;CS-Computer Sciences;50023;Data Engineering I;202330;Summer 2023;DE1;28815;Benotman, Hisham R.;23.8%;14.3%;38.1%;4.8%;4.8%;;4.8%;;;4.8%;;;;;;;;;;;;4.8%;
CS;CS-Computer Sciences;50024;Data Engineering II;202330;Summer 2023;DE2;28816;Benotman, Hisham R.;38.9%;;27.8%;5.6%;5.6%;5.6%;;;;;;;;11.1%;;;;;;;;5.6%;
CS;CS-Computer Sciences;69900;Research PhD Thesis;202330;Summer 2023;005;10703;Zhang, Xiangyu;;;;;;;;;;;;;;;;;;;92.9%;;;7.1%;
CSR;CSR-Consumer Science;10300;Intro To Personal Finance;202330;Summer 2023;001;10914;Bissenbina, Assemgul;37.5%;16.1%;12.5%;;3.6%;;14.3%;;1.8%;1.8%;1.8%;;;7.1%;;;1.8%;;;;;1.8%;
CSR;CSR-Consumer Science;10300;Intro To Personal Finance;202330;Summer 2023;002;10986;Bissenbina, Assemgul;28.8%;28.8%;15.3%;;10.2%;3.4%;10.2%;;;1.7%;;;;;;;;;;;;1.7%;
CSR;CSR-Consumer Science;30000;Field Exp In Ret Mgmt;202330;Summer 2023;001;11448;Zhang, Tongxiao;69.2%;;;;7.7%;;;;;;;;;;15.4%;;;;;;;7.7%;
CSR;CSR-Consumer Science;30700;Field Exp In SSM;202330;Summer 2023;001;11450;Zhang, Tongxiao;76.5%;;;;13.2%;;;2.9%;;;;;;2.9%;4.4%;;;;;;;;
CSR;CSR-Consumer Science;31500;Relationship Selling;202330;Summer 2023;001;11061;Dale, Anita K.;33.3%;;;;33.3%;;;;;;16.7%;;;16.7%;;;;;;;;;
CSR;CSR-Consumer Science;34200;Personal Finance;202330;Summer 2023;001;14357;Heo, Wookjae;44.3%;27.1%;10.0%;;4.3%;1.4%;8.6%;;;1.4%;;;1.4%;;;;;;;;;1.4%;
CSR;CSR-Consumer Science;34200;Personal Finance;202330;Summer 2023;002;31407;Lee, Woojin;24.3%;27.0%;14.9%;1.4%;10.8%;2.7%;8.1%;;4.1%;4.1%;;;1.4%;1.4%;;;;;;;;;
CSR;CSR-Consumer Science;48000;FCP Internship;202330;Summer 2023;001;11462;Zhang, Tongxiao;82.6%;;;;8.7%;;;4.3%;;;;;;;;;;;;;;4.3%;
EAPS;EAPS-Earth Atmos Planetary Sci;10000;Planet Earth;202330;Summer 2023;Y01;20804;Ickert, Ryan B.;33.3%;21.8%;17.2%;;3.4%;6.9%;9.2%;1.1%;1.1%;3.4%;;;1.1%;;;;;;;;;1.1%;
EAPS;EAPS-Earth Atmos Planetary Sci;10400;Oceanography;202330;Summer 2023;001;12983;Nelson, Jennifer A.;40.6%;18.8%;9.4%;;6.3%;9.4%;6.3%;;;;3.1%;;3.1%;3.1%;;;;;;;;;
EAPS;EAPS-Earth Atmos Planetary Sci;10500;The Planets;202330;Summer 2023;002;29200;Freed, Andrew M.;27.0%;7.9%;39.9%;;7.9%;2.2%;6.2%;0.6%;1.1%;2.8%;1.1%;;;;;;;;;;;3.4%;
EAPS;EAPS-Earth Atmos Planetary Sci;10500;The Planets;202330;Summer 2023;003;29950;Freed, Andrew M.;27.1%;4.2%;43.8%;;8.3%;;10.4%;;2.1%;2.1%;;;;2.1%;;;;;;;;;
EAPS;EAPS-Earth Atmos Planetary Sci;10600;Geosciences Cinema;202330;Summer 2023;002;29201;Freed, Andrew M.;30.4%;3.7%;54.0%;;1.9%;0.6%;6.2%;;;1.9%;;;;;;;0.6%;;;;;0.6%;
EAPS;EAPS-Earth Atmos Planetary Sci;10600;Geosciences Cinema-Honors;202330;Summer 2023;002;29201;Freed, Andrew M.;;;100.0%;;;;;;;;;;;;;;;;;;;;
EAPS;EAPS-Earth Atmos Planetary Sci;11100;Physical Geology;202330;Summer 2023;001;11473;Nelson, Jennifer A.;63.9%;5.6%;16.7%;;8.3%;2.8%;;;;2.8%;;;;;;;;;;;;;
EAPS;EAPS-Earth Atmos Planetary Sci;11200;Earth Through Time;202330;Summer 2023;001;33740;Nelson, Jennifer A.;40.0%;12.0%;36.0%;;;;;;;;;;;4.0%;4.0%;;;;;;;4.0%;
EAPS;EAPS-Earth Atmos Planetary Sci;11600;Earthquakes Volcanoes;202330;Summer 2023;001;14270;Haq, Saad S.;44.0%;12.0%;;;4.0%;16.0%;8.0%;;8.0%;;4.0%;;;;;;;;;;;4.0%;
EAPS;EAPS-Earth Atmos Planetary Sci;12000;Intro To Geography;202330;Summer 2023;002;11084;Zhuang, Qianlai;14.0%;7.0%;51.2%;;7.0%;4.7%;2.3%;2.3%;;2.3%;;;2.3%;2.3%;;;2.3%;;;;;2.3%;
EAPS;EAPS-Earth Atmos Planetary Sci;22100;Survey Atmos Science;202330;Summer 2023;001;23930;Orton, Andrea E.;26.3%;10.5%;36.8%;;10.5%;;10.5%;;;;;;;;;;;;;;;5.3%;
EAPS;EAPS-Earth Atmos Planetary Sci;32700;Climate, Science & Society;202330;Summer 2023;001;29212;Orton, Andrea E.;;;97.9%;;;;;;;;;;;;;;;;;;;2.1%;
EAPS;EAPS-Earth Atmos Planetary Sci;37500;Fossil Fuels, Energy & Society;202330;Summer 2023;002;29228;Ballotti, Dean M.;79.5%;2.3%;;;2.3%;;4.5%;2.3%;;2.3%;;;;2.3%;;;;;;;;4.5%;
EAPS;EAPS-Earth Atmos Planetary Sci;37500;Fossil Fuels, Energy & Society;202330;Summer 2023;003;29230;Ballotti, Dean M.;97.8%;;;;2.2%;;;;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;20001;Electrical Engr Fundamentals I;202330;Summer 2023;001;12294;Saraswat, Jhanvi;56.3%;;;;24.7%;;;17.1%;;;0.6%;;;0.6%;;;;;;;;0.6%;
ECE;ECE-Electrical & Computer Engr;20002;Elect Engr Fundamental II;202330;Summer 2023;002;12559;Roy, Sayan;10.8%;15.8%;4.4%;;13.9%;10.1%;8.2%;10.1%;3.2%;17.1%;1.3%;;2.5%;1.3%;;;;;;;;1.3%;
ECE;ECE-Electrical & Computer Engr;20007;Elec Engr Fundamentals I Lab;202330;Summer 2023;001;12380;Manning, Benjamin T.;15.6%;18.8%;15.6%;;9.4%;3.1%;18.8%;;;;;;;12.5%;;;;;;;;6.3%;
ECE;ECE-Electrical & Computer Engr;20008;Elec Engr Fundamentals II Lab;202330;Summer 2023;001;29046;Beasley, Ryan M.;15.0%;;;;5.0%;;25.0%;;;5.0%;15.0%;;;25.0%;;;;;;;;10.0%;
ECE;ECE-Electrical & Computer Engr;20875;Python For Data Science;202330;Summer 2023;WNG;14476;Mitra, Somosmita;14.0%;20.0%;30.0%;2.0%;4.0%;2.0%;6.0%;2.0%;4.0%;6.0%;2.0%;;;8.0%;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;26400;Advanced C Programming;202330;Summer 2023;WNG;14473;Burnett, David J.;28.2%;1.3%;10.3%;;2.6%;10.3%;5.1%;;3.8%;14.1%;2.6%;2.6%;1.3%;12.8%;;;;;;;;3.8%;1.3%
ECE;ECE-Electrical & Computer Engr;27000;Intro Digitl Sys Desgn;202330;Summer 2023;003;34934;Li, Junfei;15.0%;;5.0%;;15.0%;10.0%;5.0%;10.0%;;10.0%;5.0%;;10.0%;15.0%;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;29199;Cooperative Experience I;202330;Summer 2023;001;19420;Seadeek, Jamie L.;;;;;;;;;;;;;;;;;;;93.3%;;6.7%;;
ECE;ECE-Electrical & Computer Engr;30100;Signals And Systems;202330;Summer 2023;001;14474;Fitzgerald, Bradley J.;14.9%;14.9%;;;17.2%;8.0%;12.6%;8.0%;2.3%;3.4%;5.7%;3.4%;4.6%;2.3%;;;;;;;;2.3%;
ECE;ECE-Electrical & Computer Engr;30100;Signals And Systems;202330;Summer 2023;002;34822;Fitzgerald, Bradley J.;9.1%;;;;9.1%;27.3%;;9.1%;;9.1%;9.1%;9.1%;18.2%;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;30200;Probabilistic Methods;202330;Summer 2023;WN1;14503;Gauen, Kent W.;33.3%;;;;28.4%;;;28.4%;2.5%;;2.5%;3.7%;;1.2%;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;30411;Electromagnetics I;202330;Summer 2023;001;15409;Okhmatovskii, Ivan I.;20.8%;;16.7%;;16.7%;;8.3%;16.7%;;4.2%;4.2%;4.2%;4.2%;;;;;;;;;4.2%;
ECE;ECE-Electrical & Computer Engr;32100;Electromech Motion Dev;202330;Summer 2023;001;32151;Al-Othman, Maryam A.;37.5%;31.3%;18.8%;;6.3%;6.3%;;;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;36800;Data Structures;202330;Summer 2023;WNG;14479;Majors, Joshua D.;22.5%;16.9%;8.5%;;2.8%;8.5%;9.9%;9.9%;4.2%;8.5%;;;1.4%;4.2%;;;;;;;;2.8%;
ECE;ECE-Electrical & Computer Engr;39399;Cooperative Experience III;202330;Summer 2023;001;19421;Seadeek, Jamie L.;;;;;;;;;;;;;;;;;;;100.0%;;;;
ECE;ECE-Electrical & Computer Engr;47000;Curriculr Pract Train;202330;Summer 2023;001;11512;Seadeek, Jamie L.;;;;;;;;;;;;;;;;;;;96.2%;;3.8%;;
ECE;ECE-Electrical & Computer Engr;50631;Fundamentals Of Current Flow;202330;Summer 2023;OL3;32220;Datta, Supriyo;92.1%;;;;7.9%;;;;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;50632;Intro To Quantum Transport;202330;Summer 2023;OL4;32219;Datta, Supriyo;74.3%;;;;20.0%;;;5.7%;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;50633;Boltzmann Law;202330;Summer 2023;OL2;32218;Datta, Supriyo;50.0%;;;;42.3%;;;7.7%;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;60200;Lumped System Theory;202330;Summer 2023;OL1;29269;Zak, Stanislaw H.;23.8%;19.0%;;4.8%;9.5%;4.8%;19.0%;4.8%;;4.8%;;;;;;;;;;;;9.5%;
ECE;ECE-Electrical & Computer Engr;69300;Adv Intern Project;202330;Summer 2023;048;18826;Hegewald, Lynn P.;100.0%;;;;;;;;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;69300;Adv Intern Project;202330;Summer 2023;154;30556;Hegewald, Lynn P.;100.0%;;;;;;;;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;69500;Ideas To Innovation Part III;202330;Summer 2023;003;31731;Janes, David B.;23.5%;23.5%;11.8%;;5.9%;5.9%;11.8%;17.6%;;;;;;;;;;;;;;;
ECE;ECE-Electrical & Computer Engr;69900;Research PhD Thesis;202330;Summer 2023;059;11636;Jacob, Zubin;;;;;;;;;;;;;;;;;;;100.0%;;;;
ECE;ECE-Electrical & Computer Engr;69900;Research PhD Thesis;202330;Summer 2023;150;28549;Roy, Kaushik;;;;;;;;;;;;;;;;;;;100.0%;;;;
ECE;ECE-Electrical & Computer Engr;69900;Research PhD Thesis;202330;Summer 2023;152;28562;Sen, Shreyas;;;;;;;;;;;;;;;;;;;100.0%;;;;
ECET;ECET-Electrical&Comp Engr Tech;30201;Intro To Industrial Controls;202330;Summer 2023;002;10730;Lucas, Thomas M.;41.7%;8.3%;16.7%;;8.3%;8.3%;;;;;;;;16.7%;;;;;;;;;
ECET;ECET-Electrical&Comp Engr Tech;35901;Computer Data Acquisition Appl;202330;Summer 2023;003;29707;Huston, Davin H.;15.8%;;31.6%;;21.1%;;;;;10.5%;5.3%;;5.3%;;;;;;;;;10.5%;
ECON;ECON-Economics;21000;Prin Of Economics;202330;Summer 2023;Y01;32428;Van Kammen, Benjamin J.;12.0%;4.0%;;;24.0%;8.0%;2.0%;18.0%;;4.0%;8.0%;;8.0%;8.0%;;;;;;;;2.0%;2.0%
ECON;ECON-Economics;21000;Prin Of Economics;202330;Summer 2023;Y02;32475;Islam, Shahidul;9.4%;9.4%;3.1%;;31.3%;3.1%;;3.1%;3.1%;15.6%;3.1%;;3.1%;3.1%;;;;;;;;12.5%;
ECON;ECON-Economics;25100;Microeconomics;202330;Summer 2023;001;33871;Fox, Melanie E.;20.0%;6.3%;7.5%;;16.3%;8.8%;8.8%;8.8%;2.5%;7.5%;1.3%;1.3%;;7.5%;;;;;;;;3.8%;
ECON;ECON-Economics;25100;Microeconomics;202330;Summer 2023;Y02;10925;Marchal, Alexander J.;20.0%;13.3%;22.7%;;14.7%;5.3%;9.3%;5.3%;;2.7%;1.3%;;;1.3%;1.3%;;;;;;;2.7%;
ECON;ECON-Economics;25100;Microeconomics;202330;Summer 2023;Y03;10926;Pan, Qilu;25.3%;14.7%;21.3%;;12.0%;8.0%;5.3%;5.3%;2.7%;1.3%;;;;1.3%;1.3%;;;;;;;1.3%;
ECON;ECON-Economics;25100;Microeconomics;202330;Summer 2023;Y04;12245;Li, Tong;17.6%;15.3%;22.4%;;12.9%;1.2%;12.9%;3.5%;2.4%;3.5%;;;;5.9%;1.2%;;;;;;;1.2%;
ECON;ECON-Economics;25100;Microeconomics;202330;Summer 2023;Y05;10681;Maheshwari, Prerana;25.3%;9.2%;21.8%;;10.3%;;19.5%;2.3%;;6.9%;;;1.1%;2.3%;;;;;;;;1.1%;
ECON;ECON-Economics;25200;Macroeconomics;202330;Summer 2023;Y01;25718;Vargas, Andres J.;10.6%;7.1%;14.1%;;23.5%;2.4%;12.9%;7.1%;4.7%;4.7%;2.4%;;5.9%;;;;;;;;;4.7%;
ECON;ECON-Economics;25200;Macroeconomics;202330;Summer 2023;Y02;12691;Qi, Yaling;12.0%;8.4%;7.2%;;13.3%;6.0%;13.3%;6.0%;2.4%;13.3%;6.0%;1.2%;3.6%;3.6%;;;;;;;;3.6%;
ECON;ECON-Economics;25200;Macroeconomics;202330;Summer 2023;Y03;14436;Roy, Sayantan;18.2%;6.8%;6.8%;;14.8%;3.4%;4.5%;14.8%;3.4%;6.8%;1.1%;;5.7%;9.1%;;;;;;;;4.5%;
